ID	logFC	t	P.Value	adj.P.Val	B
2054	USP11	0.796843129604034	7.22119523437128	4.6386907323373e-11	2.36909788506438e-10	14.5526866313045
1749	ASAP1-IT1	1.03381645609095	7.22094213324735	4.64476303542593e-11	2.37032982012753e-10	14.5514007555691
3031	MAD2L1BP	-0.607661172088577	-7.22030834649644	4.66000314814641e-11	2.37436509735611e-10	14.5481808927399
3033	MAD2L1BP.1	-0.607661172088577	-7.22030834649644	4.66000314814641e-11	2.37436509735611e-10	14.5481808927399
31	PLCG1	0.747382533924363	7.21982469394709	4.67166641129546e-11	2.37843645279477e-10	14.5457238416053
1419	ATP1B2	1.09287625351505	7.21805508254121	4.7145873752632e-11	2.39840281556987e-10	14.5367344274894
4169	MPHOSPH10	-0.762059280835942	-7.21784668495414	4.71966757091123e-11	2.3991026051194e-10	14.5356758509901
6093	CMTM8	1.15255475834561	7.21561845922161	4.77432588754168e-11	2.42498309393882e-10	14.5243581225699
5687	SLC16A8	0.708484479262633	7.21155664384818	4.87557933485747e-11	2.47447114204835e-10	14.5037307414781
426	ACTN4	0.756660152732558	7.210814355374	4.89431161320423e-11	2.48203304675886e-10	14.4999616351022
6132	RPL3	-0.789395854601025	-7.2045107495982	5.0562871881377e-11	2.56216868782314e-10	14.4679602202775
1200	RLN1	-4.14119813810992	-7.18814835777265	5.50191588111884e-11	2.78580197389567e-10	14.3849463191786
1597	ZHX1	-1.00836386629542	-7.18779031555797	5.51208972209147e-11	2.78753547614023e-10	14.3831306617988
2647	ACVR1	-0.710882043306907	-7.18772497695111	5.51394833992532e-11	2.78753547614023e-10	14.382799329062
5122	FBXO28	-0.680180418467422	-7.18560996725244	5.57444798729516e-11	2.81592239982242e-10	14.3720747533507
2976	HS1BP3	0.592496496232137	7.18235918178426	5.66871984134089e-11	2.8613117453253e-10	14.3555934992781
3918	RBM12	-0.710848272146343	-7.1794406171112	5.75470084224392e-11	2.901254899603e-10	14.340799162213
1005	ABTB1	0.654484275748977	7.17936944258106	5.75681369053405e-11	2.901254899603e-10	14.3404384058077
6234	LANCL1	-0.892772844663466	-7.17797585563421	5.79833800267546e-11	2.91990955717934e-10	14.3333751408453
742	PELP1	0.725550639592363	7.17632789947584	5.84782440611532e-11	2.94254163589765e-10	14.3250233490297
2842	GPR125	-0.785941705750753	-7.17514302249716	5.88366314936451e-11	2.95827659590719e-10	14.3190189106404
5936	COMMD3	-0.513875588796403	-7.17362487928002	5.92990002045322e-11	2.97921121275834e-10	14.311326214512
250	CEBPB	1.02932647041497	7.16959276893655	6.0544561869821e-11	3.0394308734028e-10	14.2908980283704
6401	PI4K2A	0.686057826068332	7.1684626391501	6.08982935305513e-11	3.05295153273915e-10	14.2851732061363
2791	CRHR1	0.602342797908019	7.16843116403121	6.09081744950429e-11	3.05295153273915e-10	14.2850137700166
4937	KRR1	-0.78707055999544	-7.16766916324028	6.11478737691338e-11	3.06259575041694e-10	14.2811539686488
2632	BIRC5	1.54549652220663	7.1653849966803	6.18720025234458e-11	3.09646899800491e-10	14.269584866589
3954	FERMT1	-1.73023234634759	-7.16464738473398	6.21076490528723e-11	3.1058620483892e-10	14.2658492486231
3903	MRPL17	-0.741796492803197	-7.16147424812721	6.31315497916582e-11	3.15462898495971e-10	14.2497807656164
3604	CHD8	0.996254521247552	7.16079068558765	6.33542979273669e-11	3.16331868448441e-10	14.2463196461112
4875	ITM2B	-1.15887645049292	-7.15346102687359	6.57922057674085e-11	3.28251405662356e-10	14.2092154787636
1689	NDN	-0.9070079069943	-7.14767399850468	6.77824172579132e-11	3.37920657553692e-10	14.1799314037271
4068	DPP7	0.875337881256377	7.14582340681668	6.84313387729127e-11	3.40463398181967e-10	14.1705689136502
1845	AURKAIP1	0.560759905448869	7.14576994461891	6.84501767191046e-11	3.40463398181967e-10	14.1702984531616
3418	AURKAIP1.1	0.560759905448869	7.14576994461891	6.84501767191046e-11	3.40463398181967e-10	14.1702984531616
201	VDR	1.33019913762567	7.14354345831473	6.92392759145289e-11	3.44123983747114e-10	14.1590355953432
2909	RANGRF	-0.503075848023251	-7.13904347833364	7.08617225471454e-11	3.51493355057942e-10	14.136276491892
877	TUBA4A	0.664555035540853	7.13898005838212	7.08848551120557e-11	3.51493355057942e-10	14.1359557812097
4319	TUBA4A.1	0.664555035540853	7.13898005838212	7.08848551120557e-11	3.51493355057942e-10	14.1359557812097
2244	EDARADD	0.869838746463408	7.13828611591538	7.11384609242167e-11	3.52211523658431e-10	14.1324466346181
3669	EDARADD.1	0.869838746463408	7.13828611591538	7.11384609242167e-11	3.52211523658431e-10	14.1324466346181
1434	C2CD2L	0.726418736538153	7.13000603299315	7.42346375635241e-11	3.6726013205606e-10	14.090586528551
2658	SOX18	1.07747207823133	7.12927686039025	7.45136026900388e-11	3.68358848107398e-10	14.0869011426558
781	TNFRSF1A	0.656926887834653	7.12825217739176	7.49073775574767e-11	3.70023018354095e-10	14.0817224501288
1423	SON	-0.666295395159283	-7.12296831764348	7.69708307120974e-11	3.79926143057578e-10	14.0550229852723
3969	GPRASP2	-0.697478079711233	-7.12212892033722	7.73037697346625e-11	3.81278913024885e-10	14.0507822440247
5898	C5orf13	-0.981474714964535	-7.12195520084785	7.73728517139326e-11	3.81329214383126e-10	14.0499046170072
2556	RAB11FIP3	0.656866554663145	7.11088358397689	8.19039860097811e-11	4.03353774448169e-10	13.9939893260688
3465	KLF9	-1.04803129847499	-7.10908605561993	8.2664011514316e-11	4.06787339336406e-10	13.9849146196232
3136	DGCR14	0.625602112721515	7.10668803163845	8.36888117268159e-11	4.11517649766788e-10	13.9728098312733
4384	COL4A3BP	-0.665963859763254	-7.10154616910734	8.59287635894843e-11	4.2189133662282e-10	13.9468603615926
4899	COL4A3BP.1	-0.665963859763254	-7.10154616910734	8.59287635894843e-11	4.2189133662282e-10	13.9468603615926
5265	DCAF8	-0.822121315374976	-7.09804067874706	8.74897662642361e-11	4.29230095702419e-10	13.9291736568241
3963	NCAPD2	1.02963971857887	7.09727897622442	8.78326471032546e-11	4.30586088297257e-10	13.9253310207922
4678	IFT88	-0.644201006042174	-7.09547773094577	8.8648777478707e-11	4.3425830783064e-10	13.9162447834668
3552	LPHN2	-1.01467502779907	-7.09441738111117	8.91327177362627e-11	4.36298926727163e-10	13.9108963827855
3528	TEAD3	0.56443868943086	7.09322275807599	8.96810718017796e-11	4.38651526426227e-10	13.9048711073954
1661	POGZ	0.692852974956341	7.09298306010293	8.97914989936183e-11	4.38860186779375e-10	13.9036622026357
3580	SERP1	-0.901377252728006	-7.0925152529751	9.00074021336592e-11	4.39583662305865e-10	13.9013028897699
158	PRKCD	0.776978107283343	7.09220457423549	9.0151070865475e-11	4.39857478911206e-10	13.8997360654484
2329	RFX3	-1.1175311266587	-7.09210036845169	9.01993100670293e-11	4.39857478911206e-10	13.8992105381251
5098	TBC1D17	0.69111361626021	7.08853663954993	9.18645014284819e-11	4.47640715764371e-10	13.881239990541
3320	AQP3	1.18849760324549	7.08542598174875	9.33428279029799e-11	4.54502371052405e-10	13.8655571906342
874	TNFAIP1	0.565031007076572	7.07986866350693	9.604273849528e-11	4.67297351236238e-10	13.8375463798696
2225	BCLAF1	-0.526456792305643	-7.07335458788575	9.93059597276534e-11	4.82811858255468e-10	13.804724884757
2993	CCL3L3	-1.49833518566017	-7.07246642504869	9.97592986761553e-11	4.84652076689259e-10	13.8002508121002
6461	SUSD1	-0.831670335677319	-7.07102808871047	1.00497805434861e-10	4.87873904045097e-10	13.7930057693421
4138	EME1	1.31119159417094	7.06879697026751	1.01654077657581e-10	4.93117458359921e-10	13.7817686270181
3769	CNOT3	0.707324869635322	7.06498484542468	1.03660234909297e-10	5.02472815323809e-10	13.7625721081248
1770	HSPB1	1.09638404731881	7.06465074723638	1.03837911935299e-10	5.0258181386415e-10	13.7608899144415
2697	APH1A	1.05697571852427	7.06465070393483	1.0383793498305e-10	5.0258181386415e-10	13.7608896964191
2678	SRP14	-0.699486108343736	-7.06342938569804	1.0449001283137e-10	5.05360211423417e-10	13.7547406094173
1939	AGTPBP1	-1.00328005957024	-7.0632292992892	1.04597227106082e-10	5.05501225924618e-10	13.7537332579339
5325	ARPC5L	0.680728947038371	7.05108039290894	1.11315141201693e-10	5.37566632678722e-10	13.6925910853371
1757	FMOD	-1.50716753647312	-7.05006218212031	1.11897186997165e-10	5.39974801038479e-10	13.6874687183112
3125	PIGC	-0.674055094565023	-7.04894256489499	1.12540675994745e-10	5.42675664737131e-10	13.6818365606423
3410	CASP5	-0.825585196048568	-7.04756680691696	1.13336393759401e-10	5.46106016358544e-10	13.6749164211832
2625	BIRC3	-1.36138058837142	-7.04628505584707	1.14082746085152e-10	5.49293578920031e-10	13.6684696546257
2655	PPP2R1A	0.554327858922824	7.04447441731075	1.15145356562773e-10	5.53998015676462e-10	13.659363609776
3462	SAFB2	0.659372314408889	7.04427183871994	1.15264851251691e-10	5.54161229922757e-10	13.6583448650619
2730	CCNL1	-0.742915865526688	-7.04307387124224	1.15974006000294e-10	5.57157019924262e-10	13.6523206757138
2307	CD48	-1.5371447445883	-7.03838920340868	1.18788841866486e-10	5.70256886528811e-10	13.6287671608669
1265	TRIP10	0.715221983818525	7.03756177604519	1.19292986066854e-10	5.72252872421442e-10	13.6246077205469
5038	SPEF1	0.928756845317087	7.03695053454614	1.19666768760015e-10	5.73621017387016e-10	13.6215351697793
1560	ITGA6	-1.02950701479232	-7.0366226524236	1.19867750389233e-10	5.74159431598129e-10	13.6198870388517
3436	AGPS	-0.965943956852456	-7.0357158151715	1.20425354030791e-10	5.76403985737919e-10	13.6153289037303
1793	EXOSC6	0.913514565447533	7.03345501263966	1.21826691456964e-10	5.82680689715877e-10	13.6039662681812
4523	FAM193B	1.38393455574245	7.02742947445638	1.25640834639147e-10	6.00479738098243e-10	13.5736898942747
5586	QDPR	-1.05498454519145	-7.0250772223447	1.27161647839583e-10	6.07300023163083e-10	13.5618735784178
166	UBXN11	0.836361733519721	7.02391610319216	1.27919049816594e-10	6.10467035086411e-10	13.5560414254165
4878	CPT1A	0.944401363389169	7.0214759246481	1.29525358737916e-10	6.17677631212625e-10	13.5437860554206
4860	GJA1	-1.66766563173921	-7.01950306237885	1.30838616698889e-10	6.23481149184697e-10	13.5338790229362
4657	GSTO1	-0.957554888407758	-7.01755232904007	1.32150091034728e-10	6.29267639368306e-10	13.5240842784665
1258	NCOA4	-1.07256912428847	-7.01601924203802	1.3318989941512e-10	6.33752967385980e-10	13.5163873732197
3696	SIX5	0.808080667856857	7.01319164197291	1.35128974377059e-10	6.42507516935268e-10	13.5021932078121
6426	NOSTRIN	-1.36553714514706	-7.01277544731026	1.35416734387767e-10	6.43403354288464e-10	13.5001041733073
2716	ARSA	0.875142541582911	7.01124508863045	1.36480056451313e-10	6.47980092066497e-10	13.4924231929498
4381	MYH9	0.627868930119215	7.00694327977362	1.39513466371733e-10	6.61896855841277e-10	13.4708359333162
6441	CXXC5	0.793729246448328	7.00648432090176	1.39841010394486e-10	6.62965141518806e-10	13.4685331278677
3585	MESDC2	-0.826389876180802	-7.00541860247964	1.40604515174679e-10	6.66097176496868e-10	13.4631861820487
1217	RARG	0.729564821700018	7.00498753016137	1.40914514872138e-10	6.67077776543834e-10	13.4610234951961
3437	GNPAT	-0.54062846595261	-7.00266267456761	1.42598092356421e-10	6.74554599050533e-10	13.4493606905202
5485	SLC25A4	-0.838101386040749	-7.00195533975502	1.43114254717091e-10	6.76502126677287e-10	13.4458126228791
3629	KCNG1	0.847470806246132	6.99875588797642	1.45472161980086e-10	6.87146404801633e-10	13.4297657417288
679	STIP1	0.914716663487607	6.99839125595736	1.45743312469033e-10	6.87925431158496e-10	13.4279371254043
3369	SNUPN	-0.461232566170374	-6.99785714549001	1.46141394350193e-10	6.89302017342936e-10	13.425258654388
2162	HDAC5	0.596082269363539	6.99759871298625	1.46334394446998e-10	6.89709998863726e-10	13.4239626917635
1022	PAWR	0.834475819741443	6.98903912153839	1.52871205563518e-10	7.19995583439522e-10	13.3810504525548
1048	RELA	0.707238605647679	6.98853140178514	1.53267888437083e-10	7.21339277266388e-10	13.3785057822549
865	AGER	0.760237002339565	6.98590551131117	1.55335807293959e-10	7.30540804673693e-10	13.3653461941439
704	SUB1	-0.595554121002948	-6.98097376002159	1.59294464286369e-10	7.48614623162935e-10	13.3406365781221
4483	EEF1E1	-0.835454526006459	-6.98037074856681	1.59785287724404e-10	7.50032270744741e-10	13.3376158165854
2537	RFC5	0.614074143737603	6.98031866209624	1.59827753802925e-10	7.50032270744741e-10	13.3373548967766
5604	TCF21	-1.06142567663443	-6.97963566213281	1.60385637141191e-10	7.52105275978533e-10	13.3339335824869
3793	TMEM132A	1.28297054148765	6.97856062617229	1.61267643734985e-10	7.55694110584489e-10	13.3285487553528
2433	KRT23	-2.56738138323855	-6.97831088479621	1.61473228052488e-10	7.56110357822062e-10	13.3272978583608
2463	BRD7	-0.502470713700653	-6.97724389985084	1.62354480881993e-10	7.59687585398691e-10	13.3219537935632
6158	AMBRA1	0.504673748663938	6.97392147711346	1.6512913647924e-10	7.72112843205457e-10	13.3053154715684
2401	HDAC7	0.758134385591719	6.97311759428007	1.6580749756348e-10	7.74725363795887e-10	13.3012902287612
3874	CDC42EP4	0.651727764075665	6.97151537354422	1.67167770440646e-10	7.80518011084085e-10	13.2932681041997
4926	NDUFV1	0.659073160850297	6.97074499673915	1.67825736901714e-10	7.83025556322405e-10	13.2894112039093
4831	PCCA	-0.740836061608206	-6.96994262542197	1.68513751855172e-10	7.85669587483148e-10	13.2853943180319
3073	CNOT8	-0.844493819788614	-6.96867901586965	1.69602926685204e-10	7.90178815261426e-10	13.2790687540889
2600	MVD	0.794139595667939	6.96091524005363	1.76449378431061e-10	8.21485388008304e-10	13.2402145579218
4653	IK	-0.502433128132199	-6.95510697253303	1.81749399617767e-10	8.45552522934382e-10	13.2111590386395
6463	NOP2	0.865561669584105	6.95435423397865	1.82447691317796e-10	8.48191851381227e-10	13.2073942760797
4473	DOT1L	0.835523256746339	6.95363450331656	1.83117843077636e-10	8.50696665545747e-10	13.2037947648626
465	HK2	1.40360415589345	6.95052013782893	1.8604583551913e-10	8.63679448617841e-10	13.188221084914
4127	PIKFYVE	-0.895575366204865	-6.95024329565826	1.86308339889869e-10	8.64278516566471e-10	13.1868368556795
2159	TIMM17B	0.562617405138896	6.94836726298957	1.8809688628334e-10	8.71950920236871e-10	13.1774571975166
2615	HOPX	-1.22952268249514	-6.94502130283813	1.91329048389774e-10	8.86299654772657e-10	13.1607310238585
2089	MME	-2.09814001978121	-6.94476597727877	1.91577933132715e-10	8.86818223707977e-10	13.1594548163945
3264	ADAM10	-1.02691566132079	-6.94452079303054	1.91817233645845e-10	8.87291717921779e-10	13.1582293179584
4492	C1S	-1.58353002735697	-6.94369981497836	1.92620663994986e-10	8.90372177038921e-10	13.1541259801589
1657	PER3	-1.24920984848327	-6.94205007309797	1.94245217518917e-10	8.97241104602357e-10	13.1458810273517
5675	C9orf82	-1.18175218523458	-6.94110579855321	1.95181162723389e-10	9.00921746113093e-10	13.1411621877389
5000	RBM41	-0.82962801173283	-6.93960535312233	1.96677551804906e-10	9.07182211886448e-10	13.1336645593961
2190	IBTK	-0.622590709138939	-6.93729169827298	1.99007208376248e-10	9.17274506366253e-10	13.1221047573785
2018	LAMP2	-0.893885657316319	-6.93354770948001	2.02835013709996e-10	9.34252879648604e-10	13.1034020756255
2790	UCN	1.21228347307358	6.93281159546074	2.03596124803894e-10	9.37092042807403e-10	13.0997254164478
5342	PHF10	-0.452001131919792	-6.93197153371737	2.04468163555774e-10	9.40437377263633e-10	13.0955297786022
4876	ADAMTS13	0.870766128627125	6.92657859333663	2.10154990630807e-10	9.65907536781481e-10	13.0686003390474
2583	NCKAP1	-0.85474191361334	-6.92385352080807	2.1308774890908e-10	9.78510282797999e-10	13.0549962709933
1968	VWF	1.04378477265239	6.92375069638812	2.13199198429274e-10	9.78510282797999e-10	13.0544829981346
1365	TGFB1	0.892358078668019	6.92166872836248	2.15468241740415e-10	9.88224032231533e-10	13.0440910691675
5425	RPS11	-0.585272056066377	-6.92061286560241	2.16628085809776e-10	9.92840398941339e-10	13.0388213605878
2194	HNRNPUL1	0.597656160028572	6.91031387805772	2.28270006827085e-10	1.04545725899024e-09	12.9874385543549
6328	HLA-DOA	-0.931985255461964	-6.90843007329292	2.30465382732921e-10	1.05476594952537e-09	12.9780436653504
5758	NELF	0.742277509188475	6.90487372326198	2.34666976973192e-10	1.07323682406666e-09	12.9603105394736
3691	GRHPR	-0.678625339649927	-6.90256422252276	2.37435958085489e-10	1.08513427280284e-09	12.9487967579518
4239	KIAA1598	-0.892238592153248	-6.90238650370152	2.37650367767233e-10	1.0853465303211e-09	12.94791082886
185	GTF2F2	-0.636022162492546	-6.90224800559625	2.37817592113287e-10	1.0853465303211e-09	12.9472204221496
820	PPFIBP1	0.728789767888288	6.90169655369601	2.38484576319517e-10	1.08762402552478e-09	12.9444715200109
2024	VEZT	-0.590413291933587	-6.90152493725396	2.38692524381524e-10	1.08780632504908e-09	12.9436160583577
4271	TMED10	-0.626496398755724	-6.89683827258892	2.44441164508372e-10	1.11322150587638e-09	12.9202579122879
5769	ZNF277	-0.763071879543921	-6.89594015796818	2.45558309941207e-10	1.11752327138388e-09	12.9157825418921
1829	TAX1BP1	-0.622592733249297	-6.89525568139614	2.46413102778843e-10	1.12062588033412e-09	12.9123719175225
6074	SLC26A3	1.51504719323445	6.8930996479891	2.49124883883371e-10	1.13216333194997e-09	12.9016297620331
1091	MAPK8IP2	0.93065260435469	6.89265923839917	2.49682432454353e-10	1.13390142536774e-09	12.8994356604746
3343	NELL1	-2.28005959991616	-6.89062720651063	2.52270953548095e-10	1.14485402605288e-09	12.8893129646826
4485	B3GAT1	-2.4170399023209	-6.88192653331539	2.63657602417429e-10	1.19569091964655e-09	12.8459848853057
1731	TUBA3C	1.07177650718934	6.87796908576533	2.69003404671243e-10	1.21908050990271e-09	12.8262853694193
5013	PLEKHF1	0.660507595346962	6.86614569528505	2.85621031516628e-10	1.29330346131233e-09	12.7674603564552
3883	CPSF1	0.857318440528155	6.86603526757789	2.85780922349899e-10	1.29330346131233e-09	12.7669111558453
334	PSMD11	0.595223066481335	6.86575063341847	2.86193458688881e-10	1.29426594865167e-09	12.7654955757853
5706	FLYWCH1	0.760948003127875	6.86546651635292	2.86605832471255e-10	1.29522635804874e-09	12.7640825933504
307	GIGYF1	0.960807897136867	6.86133890022609	2.92663398135262e-10	1.32167933495394e-09	12.743557892006
5644	ELL3	-1.26120574065622	-6.86116725813773	2.92918016391634e-10	1.32190736874719e-09	12.7427045149217
1820	CRIPT	-0.597096514198887	-6.86094315187333	2.93250790873184e-10	1.3224875499267e-09	12.7415903085859
5950	RPL15	-0.611365166182692	-6.85779613656688	2.97963429758851e-10	1.34280526869751e-09	12.7259457575886
4320	GPRC5C	0.880250829633872	6.85665896489423	2.99684681571085e-10	1.34962308612959e-09	12.7202933947795
709	RAD9A	0.777310504861096	6.85272570862358	3.05714270317044e-10	1.37582044098205e-09	12.7007461813495
6035	ELF4	0.961916236130135	6.851886942136	3.07015504575573e-10	1.38071694974403e-09	12.6965783854807
445	RRAS2	-0.606414023094941	-6.8509958282418	3.08403945063653e-10	1.38599857615005e-09	12.6921507262246
4113	CRLF1	1.96902764079224	6.84915727856353	3.11288217429818e-10	1.39799063528121e-09	12.6830163723183
3425	KATNA1	-0.531599462223147	-6.84794203979177	3.13209269745355e-10	1.40564326463681e-09	12.6769793751139
2924	PITPNM1	1.15151870728589	6.8469920075503	3.14719237711759e-10	1.41144167826963e-09	12.6722601888368
5749	DFNA5	-1.31448374809359	-6.84513969458743	3.1768399225922e-10	1.42375192655412e-09	12.6630598559566
6229	MYL12A	-0.804777258702329	-6.84452026633117	3.18681574154701e-10	1.42723504441621e-09	12.6599834386799
6414	TUSC3	-0.966135889104779	-6.84066647106077	3.24957971200928e-10	1.45433850829109e-09	12.6408461868372
1615	TBXA2R	0.748222994833153	6.84048268193136	3.25260327509308e-10	1.45468638187174e-09	12.6399336433229
377	PTH2	0.884613695958279	6.83695029900766	3.31125855300167e-10	1.4788765785682e-09	12.6223969031719
3036	PTH2.1	0.884613695958279	6.83695029900766	3.31125855300167e-10	1.4788765785682e-09	12.6223969031719
4731	EEF1A2	2.13163720587409	6.83627713221119	3.32255448064128e-10	1.48289888467491e-09	12.6190553826642
758	PTGES3	0.497581161848992	6.83474735304883	3.34836637716615e-10	1.4933898525157e-09	12.6114622861919
2662	FZD2	1.00908215951056	6.82670018297016	3.48744332661826e-10	1.55434845032208e-09	12.5715324764916
1084	RAB1A	-0.927330948222137	-6.82621812214426	3.49595349720587e-10	1.55706979696734e-09	12.5691411740946
6088	GLIS2	0.702900936442699	6.82225914917284	3.56662475284596e-10	1.58745442607769e-09	12.5495052258058
146	SETDB1	0.429570833589212	6.81923361869024	3.62158304225398e-10	1.61080850148604e-09	12.5345024646952
1308	RAD23A	0.604693206771159	6.81827145226776	3.63923536495883e-10	1.61754895150812e-09	12.5297319758551
5327	S100A16	0.897759555036408	6.8175519290414	3.65249157857273e-10	1.62232753517401e-09	12.5261647265439
2945	SUDS3	0.558650294504173	6.81620269040312	3.67747815328692e-10	1.63230627283661e-09	12.5194759324526
212	HIF1A	-0.959248426015934	-6.81209678792165	3.75455897473567e-10	1.66537835071152e-09	12.4991247521592
970	BMPR2	-0.63744472960972	-6.8116083620627	3.76383385083185e-10	1.66834962477666e-09	12.4967042035923
5045	SNX7	-1.07490843256966	-6.81020323060072	3.79064275982883e-10	1.67908361919641e-09	12.4897410662559
5058	NDUFAF1	-0.646575236978677	-6.809309003058	3.80780212498298e-10	1.68506574295425e-09	12.4853100528384
6007	SHF	0.751777372028106	6.80922843903651	3.80935183397934e-10	1.68506574295425e-09	12.4849108605221
4892	ZBTB43	0.822107686440315	6.809044729956	3.81288794579765e-10	1.68547865781472e-09	12.4840005954727
2016	COG5	-0.637480157222892	-6.80595620537792	3.87282506526054e-10	1.71080594288044e-09	12.468698837488
951	GSK3A	0.680801997915079	6.8012842886662	3.96526330162555e-10	1.74949813490092e-09	12.4455582795533
3506	SLC12A9	0.559350269960702	6.80125661631795	3.96581726688473e-10	1.74949813490092e-09	12.4454212364665
1410	SLC8A1	-1.36510084262155	-6.79907280671302	4.00977630286453e-10	1.76768627211373e-09	12.4346070452963
2832	CACNB1	0.848217629287717	6.79853040350109	4.02076903270959e-10	1.77132654801546e-09	12.4319213159251
2972	PI4KB	0.540805001930999	6.7978462573235	4.03467689190489e-10	1.77624524486581e-09	12.4285338789574
1243	RNF40	0.71776672614675	6.79617580460143	4.06883515672299e-10	1.79006633661264e-09	12.4202635543345
4827	FZD9	1.37505828711138	6.79463918171925	4.10050898287264e-10	1.80269402782847e-09	12.4126566247153
4622	HSD17B1	0.546883772194663	6.79451374414172	4.10310530731803e-10	1.80269402782847e-09	12.4120356902418
2774	PPRC1	0.768427752899712	6.79179187245177	4.15984462301657e-10	1.82638330702748e-09	12.3985633003206
4543	SMAP1	-0.620770916121145	-6.79090451453931	4.17850921322583e-10	1.83333507214434e-09	12.3941716912621
1514	SCNN1A	1.12733149170843	6.78916248745459	4.215391760884e-10	1.84826520267331e-09	12.3855510071721
4695	DCN	-1.66788723849184	-6.78792693735677	4.24174582338991e-10	1.8585619724136e-09	12.3794373073611
571	IRF3	0.776176181898074	6.78505859599186	4.30355615632939e-10	1.88436982206823e-09	12.3652462364453
866	CAPZA1	-0.696449600869429	-6.78452638759571	4.31512226034609e-10	1.8881575512163e-09	12.3626134429871
4792	ALCAM	1.06504393949968	6.77668131451053	4.48921876920351e-10	1.96301017889007e-09	12.3238153377698
2041	PDCD2	-0.599590574635682	-6.77169025578855	4.60357179680066e-10	2.01165526019441e-09	12.2991424709721
1290	ABCE1	-0.695156515261485	-6.7712500677323	4.61379419148069e-10	2.01476272313075e-09	12.2969668356728
996	PPP2CA	-0.76370397336288	-6.77068684898125	4.626906403381e-10	2.01826430182703e-09	12.2941832132669
2771	LTB4R	0.747223917645063	6.77063798022474	4.62804584344215e-10	2.01826430182703e-09	12.293941691885
6294	ARF5	0.522566768146534	6.76957990772183	4.6527842858693e-10	2.02768714907736e-09	12.2887126323527
3330	POMP	-0.607517734934005	-6.76887838905391	4.66925821971725e-10	2.03349806529179e-09	12.2852458886887
1095	RAB3IL1	1.10325044429688	6.76864141816387	4.67483607176942e-10	2.0344116363102e-09	12.2840748700487
5732	INO80C	-0.694028893832207	-6.76852244914508	4.67763886112707e-10	2.0344116363102e-09	12.2834869781232
1655	KLF4	-1.21157865798247	-6.76799367991426	4.69011622293687e-10	2.03846930602276e-09	12.2808740928556
2879	HACE1	-0.873519106116032	-6.76705398313237	4.71237141019615e-10	2.04671074581592e-09	12.276230859895
1858	CUL9	0.636125322266138	6.76692648324421	4.71539906231834e-10	2.04671074581592e-09	12.2756008796079
3237	MTA2	0.612353132681667	6.76506265721966	4.75987800547115e-10	2.06463295133498e-09	12.2663922829946
5839	TMEM50A	-0.691046675980675	-6.76099728639024	4.8583380326982e-10	2.10593019409328e-09	12.2463105313853
199	FOSL2	0.948627265565737	6.75905827443186	4.90600521395333e-10	2.12516988398406e-09	12.2367343125
441	FES	0.84573290770555	6.75547400341656	4.99533738858862e-10	2.16242011554144e-09	12.2190359329352
4107	ABL2	0.510034900038449	6.75386102155122	5.03606069480902e-10	2.17859245554998e-09	12.2110727638376
4147	ROBO4	0.736748691672897	6.752972895322	5.05862319934908e-10	2.18689211208175e-09	12.2066885225851
2516	GAR1	-0.422498348365899	-6.75166074678178	5.09214064839823e-10	2.19991346491174e-09	12.2002115741087
3265	SLC29A1	0.646638419520367	6.74712562091883	5.20968348776914e-10	2.2491940177862e-09	12.1778299884568
4975	IFIT1	-1.27421399429725	-6.74164598510836	5.35528571593577e-10	2.3105150097535e-09	12.1507962695479
3796	WDTC1	0.719539467615214	6.73477899837999	5.5434365894024e-10	2.39009955745473e-09	12.1169322769602
383	CDK6	-1.25755593850582	-6.73271657479211	5.60120974987053e-10	2.41340215170736e-09	12.1067646916517
906	DYRK1B	0.649208826978836	6.7318890917234	5.62455620151743e-10	2.42185013038743e-09	12.1026856672801
2456	CCL21	1.27403446095628	6.72606883980991	5.79150475511827e-10	2.49207872386352e-09	12.0740016180389
4287	BAHD1	0.572867879129131	6.72411034641211	5.84877528054373e-10	2.5150510436123e-09	12.064352105319
824	APEX1	-0.640587848242716	-6.72265461924875	5.8917058159448e-10	2.53183058155664e-09	12.0571805634026
3261	NGEF	1.19375186301393	6.72183812296615	5.91592098122367e-10	2.54055068132656e-09	12.0531584621856
1478	TRERF1	0.979421418772192	6.72012603538397	5.9670165993304e-10	2.56079519531237e-09	12.0447253639502
2199	PPP2R3B	0.854332835243692	6.71728867682042	6.05265599973238e-10	2.5958278314084e-09	12.0307517834244
1029	MMP17	1.0371817333883	6.7133136286298	6.17467860375092e-10	2.64640758688888e-09	12.0111798205506
4781	MDH1	-0.803167731980175	-6.71162350754995	6.22729347974665e-10	2.66719263061106e-09	12.0028597826901
6380	LARS	0.566195617268637	6.71131676269017	6.23689005214766e-10	2.66953734155375e-09	12.0013498591045
1219	PNPLA2	0.773356143989707	6.71031237689697	6.26841475257748e-10	2.68125851636009e-09	11.9964060845684
3391	PNN	-0.74975425077384	-6.7076052616927	6.35416871875e-10	2.71614499159241e-09	11.9830828591132
4134	UGGT2	-0.659420045523159	-6.70677763761724	6.38061601469062e-10	2.72565100996942e-09	11.9790101545581
2236	TCEA2	0.689081426270306	6.7065025797403	6.38942971817544e-10	2.72761679992776e-09	11.9776566572934
756	ASH2L	-0.486189816299384	-6.70583864829983	6.41075368687128e-10	2.73491705376669e-09	11.9743897073387
